"20191014_Toxoplasma_TMT_FullExperiment, 126C, ctrl.turbo.rah.nobiotin"	"20191014_Toxoplasma_TMT_FullExperiment, 127N, ctrl.turbo.cyto.nobiotin"	"20191014_Toxoplasma_TMT_FullExperiment, 127C, ctrl.noturbo.nobiotin"	"20191014_Toxoplasma_TMT_FullExperiment, 128N, turborah.toxo.r1"	"20191014_Toxoplasma_TMT_FullExperiment, 128C, turborah.mock.r1"	"20191014_Toxoplasma_TMT_FullExperiment, 129N, turborah.toxo.r2"	"20191014_Toxoplasma_TMT_FullExperiment, 129C, turborah.mock.r2"	"20191014_Toxoplasma_TMT_FullExperiment, 130N, turborah.toxo.r3"	"20191014_Toxoplasma_TMT_FullExperiment, 130C, turbocyto.toxo.r1"	"20191014_Toxoplasma_TMT_FullExperiment, 131N, turborah.toxo.r4"	"20191014_Toxoplasma_TMT_FullExperiment, 131C, turbocyto.toxo.r2"	"20191014_Toxoplasma_TMT_FullExperiment, 126C.127C.127N, control.mean"	id	accession_number	numColumnsProteinObserved	numSpectraProteinObserved	numPepsUnique	numPepsUniqueSubgroupSpecificCI	accession_numbers	species	protein_mw	percentCoverage	groupNum	subgroupNum	scoreUnique	scoreUniqueSubgroupSpecificCI	entry_name	20191014_Toxoplasma_TMT_FullExperiment unique_peptides	20191014_Toxoplasma_TMT_FullExperiment numSpectra	20191014_Toxoplasma_TMT_FullExperiment totalIntensity	20191014_Toxoplasma_TMT_FullExperiment pct_cov
41988	90479	11070	496982	738451	491100	610201	569040	2284501	541482	2258242	41988	Q5TA45-5	Q5TA45-5	1	2	2	2	Q5TA45-5|Q5TA45|Q5TA45-3|Q5TA45-4|C9IYS7|A0A087WYI0|Q5TA45-2|Q96HV7|J3QRY6	HUMAN	68944.6	4.1	3663	3663.1	15.97	15.97	Isoform 5 of Integrator complex subunit 11	2	2	61300000	4.10%
55766	55715	14991	318441	279506	303803	314037	375610	422224	303059	519208	46608	Q99426	Q99426	1	2	1	1	Q99426|Q99426-2|K7EK42	HUMAN	27610.3	4.5	3664	3664.1	15.96	15.96	Tubulin-folding cofactor B	1	2	8.20E+07	4.50%
7849848	32839137	437010	4581643	6722025	3765045	15430056	6676798	14314604	4905197	19888913	7840636	O00411	O00411	1	5	2	2	O00411	HUMAN	140386.6	2.1	3665	3665.1	15.95	15.95	DNA-directed RNA polymerase mitochondrial	2	5	8.61E+08	2.10%
148311	167974	91956	1244161	1152979	1363324	1399706	1407659	1964665	1362257	2085002	136634	Q9Y282-3	Q9Y282-3	1	3	2	2	Q9Y282-3|Q9Y282|A0A1W2PPS8|Q9Y282-2	HUMAN	44341.8	4.3	3666	3666.1	15.94	15.94	Isoform 3 of Endoplasmic reticulum-Golgi intermediate compartment protein 3	2	3	1.56E+09	4.30%
	7584		22923	17423	20107	9895	21140	59863	15851	69600		Q9BSF8-2	Q9BSF8-2	1	1	1	1	Q9BSF8-2|Q9BSF8|B7Z503|E9PKU9	HUMAN	54975.7	3.7	3667	3667.1	15.94	15.94	Isoform 2 of BTB/POZ domain-containing protein 10	1	1	8710000	3.70%
12907	15549	3629	77380	75400	80319	77026	78467	98799	85718	101915	12907	Q9Y3A4	Q9Y3A4	1	1	1	1	Q9Y3A4	HUMAN	32504.6	3.5	3668	3668.1	15.94	15.94	Ribosomal RNA-processing protein 7 homolog A	1	1	86200000	3.50%
16977	33222	4448	205228	172925	252469	223266	263303	244051	237945	302544	16977	Q92685	Q92685	1	1	1	1	Q92685|F8WE30|F8WF93	HUMAN	50867.2	2.7	3669	3669.1	15.89	15.89	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-13-mannosyltransferase	1	1	8410000	2.70%
25235	19063	11725	102257	74883	91519	105462	113692	133629	109902	166088	19063	Q96FV9	Q96FV9	1	1	1	1	Q96FV9|A0A087WWS1	HUMAN	76406.7	1.5	3670	3670.1	15.87	15.87	THO complex subunit 1	1	1	5400000	1.50%
11336	14017	4391	41181	42647	47330	45722	33905	86018	38380	114604	11336	Q9UM22	Q9UM22	1	1	1	1	Q9UM22|Q9UM22-2	HUMAN	25893.1	4.4	3671	3671.1	15.86	15.86	Mammalian ependymin-related protein 1	1	1	7580000	4.40%
86714	105642	54209	688189	285404	838098	284976	835592	1415943	748023	1508363	86714	TGGT1_269980-t26_1-p1	TGGT1_269980	1	2	2	2	TGGT1_269980-t26_1-p1	Toxoplasma_gondii_GT1	52562.9	4.2	3672	3672.1	15.86	15.86	TGGT1_269980	2	2	80900000	4.20%
38311	38349	17556	191874	228399	192762	216645	187049	138537	200189	185185	26136	Q05D32	Q05D32	1	2	2	2	Q05D32|Q05D32-2	HUMAN	53168.9	4.9	3673	3673.1	15.83	15.83	CTD small phosphatase-like protein 2	2	2	1.13E+08	4.90%
11529	13703	5424	55277	33340	75469	37489	51831	135550	72895	134216	11529	Q3MII6	Q3MII6	1	1	1	1	Q3MII6	HUMAN	76667.4	2.9	3674	3674.1	15.82	15.82	TBC1 domain family member 25	1	1	76900000	2.90%
32456	28957	9855	103568	92746	87101	73109	77655	148511	76258	162735	28957	Q9BX68	Q9BX68	1	1	1	1	Q9BX68	HUMAN	17218.5	12.2	3675	3675.1	15.81	15.81	Histidine triad nucleotide-binding protein 2 mitochondrial	1	1	8730000	12.20%
24604	39684	23068	299160	258571	319720	276214	334109	998297	307940	1000598	24604	O94842	O94842	1	2	2	2	O94842|O94842-2|O94842-3	HUMAN	66593	2.8	3676	3676.1	15.79	15.79	TOX high mobility group box family member 4	2	2	48100000	2.80%
3127	12310	1659	37349	116176	70759	59326	47010	74724	58233	112578	3127	Q6SZW1	Q6SZW1	1	2	2	2	Q6SZW1|Q6SZW1-2	HUMAN	80413.8	3.8	3677	3677.1	15.79	15.79	Sterile alpha and TIR motif-containing protein 1	2	2	29600000	3.80%
39289	68688	33147	265521	235522	277849	264381	261376	734697	286393	811323	39289	Q9HB71	Q9HB71	1	2	2	2	Q9HB71|Q9HB71-2	HUMAN	26323.6	8.7	3678	3678.1	15.79	15.79	Calcyclin-binding protein	2	2	56700000	8.70%
11772	20751	9696	101879	91597	123164	144966	119593	257454	106340	301313	11772	Q15642	Q15642	1	1	1	1	Q15642|W4VSQ9|Q15642-3|Q15642-2|Q15642-4|M0R0F9|M0R2H7|Q15642-5	HUMAN	68579.3	2.9	3679	3679.1	15.76	15.76	Cdc42-interacting protein 4	1	1	27200000	2.90%
36406	44932	14008	176578	170075	200679	192144	180934	614468	218027	604594	34789	Q9UBB6-3	Q9UBB6-3	1	2	2	2	Q9UBB6-3|Q9UBB6|Q9UBB6-2	HUMAN	80468.3	3.1	3680	3680.1	15.75	15.75	Isoform 3 of Neurochondrin	2	2	16400000	3.10%
			22684	21085	26993	21879	21420	66679	24505	66154		Q02224	Q02224	1	1	1	1	Q02224|A0A087X0P0|Q02224-2|Q02224-3	HUMAN	317778.9	0.4	3681	3681.1	15.73	15.73	Centromere-associated protein E	1	1	15300000	0.40%
20296	132677	13823	1051223	956441	918697	1203350	1085587	1635301	1058473	1920769	20298	Q9NY15	Q9NY15	1	6	2	2	Q9NY15|Q9NY15-2	HUMAN	287116.5	0.9	3682	3682.1	15.73	15.73	Stabilin-1	2	6	8.18E+08	0.90%
39614	98062	9423	486279	349556	466733	408168	502003	2378172	394674	2390600	39614	TGGT1_297745-t26_1-p1	TGGT1_297745	1	3	2	2	TGGT1_297745-t26_1-p1	Toxoplasma_gondii_GT1	416430.8	0.4	3683	3683.1	15.73	15.73	TGGT1_297745	2	3	1.22E+08	0.40%
230028	243432	144826	5465067	4620296	5723025	5368755	5336997	4466502	5151485	5308848	225066	Q17RL8	Q17RL8	1	2	2	2	Q17RL8|Q76G19|Q76G19-2|V9GYN6	HUMAN	87444.6	1.8	3684	3684.1	15.71	15.71	HCG2004980 isoform CRA_e	2	2	1.53E+08	1.80%
16461	10903	10174	95817	82558	96301	94224	84897	71234	100881	72991	11082	Q8ND82	Q8ND82	1	3	1	1	Q8ND82	HUMAN	84920.2	1.8	3685	3685.1	15.7	15.7	Zinc finger protein 280C	1	3	60700000	1.80%
8574	16028	3526	57804	42129	29175	44358	35502	67319	39819	90699	4266	A0A0G2JQX1	A0A0G2JQX1	1	2	2	2	A0A0G2JQX1|Q96RT8-2|A0A0G2JSA7|A0A087X1Z1|A0A0G2JPW5|Q96RT8	HUMAN	119620.1	2.3	3686	3686.1	15.69	15.69	Gamma-tubulin complex component	2	2	20500000	2.30%
120384	146459	95274	546717	536956	466604	656341	598897	816662	516291	951819	120384	Q92567	Q92567	1	2	1	1	Q92567|Q92567-2	HUMAN	26240.9	4	3687	3687.1	15.69	15.69	Protein FAM168A	1	2	1.39E+08	4.00%
20005	18914	4736	149032	144830	311804	176318	225074	93027	196270	120085	17032	TGGT1_244630-t26_1-p1	TGGT1_244630	1	3	2	2	TGGT1_244630-t26_1-p1	Toxoplasma_gondii_GT1	159918.5	2.5	3688	3688.1	15.69	15.69	TGGT1_244630	2	3	39800000	2.50%
28049	26476	16153	161822	144711	236590	177267	190059	248336	191721	259354	26476	Q16563	Q16563	1	1	1	1	Q16563|Q16563-2|C9JYN0	HUMAN	28907.1	4.2	3689	3689.1	15.68	15.68	Synaptophysin-like protein 1	1	1	5410000	4.20%
24676	53951	13481	199719	205838	227191	246554	244878	1793284	236192	1946873	24676	TGGT1_264090-t26_1-p1	TGGT1_264090	1	2	2	2	TGGT1_264090-t26_1-p1	Toxoplasma_gondii_GT1	324019.1	0.5	3690	3690.1	15.67	15.67	TGGT1_264090	2	2	1.37E+09	0.50%
	10148	6215	21442	25597	23735	18723	41980	67022	30910	69462	6215	Q7Z4H8	Q7Z4H8	1	1	1	1	Q7Z4H8	HUMAN	58970.8	3.3	3691	3691.1	15.67	15.67	KDEL motif-containing protein 2	1	1	2.11E+08	3.30%
34610	37879	17091	700161	616602	827520	683552	798228	462293	765841	525678	35060	P53804	P53804	1	2	2	2	P53804|P53804-2|P53804-3	HUMAN	233002.8	1.1	3692	3692.1	15.65	15.65	E3 ubiquitin-protein ligase TTC3	2	2	86200000	1.10%
47297	85157	23817	513844	444953	599829	599993	596270	2563038	586401	2466719	47297	A6NFY4	A6NFY4	1	2	1	1	A6NFY4	HUMAN	49290.7	2.8	3693	3693.1	15.62	15.62	Nuclear envelope integral membrane protein 2	1	2	1.25E+08	2.80%
3991	4121		21880	21912	23700	21197	24153	116859	17123	119255	3991	Q96MX6	Q96MX6	1	1	1	1	Q96MX6|Q96MX6-2	HUMAN	40196.2	3.3	3694	3694.1	15.62	15.62	WD repeat-containing protein 92	1	1	4240000	3.30%
48616	52410	28630	160365	153398	164490	174897	158373	208134	138977	231262	48616	Q9Y2Z4	Q9Y2Z4	1	1	1	1	Q9Y2Z4	HUMAN	53426.2	2.7	3695	3695.1	15.62	15.62	Tyrosine--tRNA ligase mitochondrial	1	1	7.37E+08	2.70%
4787	10405	10477	26864	42456	28796	13950	27942	85900	24728	106496	10405	O75506	O75506	1	1	1	1	O75506	HUMAN	8543.4	25	3696	3696.1	15.61	15.61	Heat shock factor-binding protein 1	1	1	9520000	25.00%
29681	48752	14026	487378	574289	450355	643370	511873	966142	509465	1062633	29681	O60861	O60861	1	2	2	2	O60861|O60861-4|O60861-1|O60861-2	HUMAN	54712.8	3.9	3697	3697.1	15.57	15.57	Growth arrest-specific protein 7	2	2	36200000	3.90%
	4677	3818	40901	45144	56281	43599	51820	117567	60775	137900	3818	P56282	P56282	1	1	1	1	P56282|P56282-3	HUMAN	60220.7	3.6	3698	3698.1	15.56	15.56	DNA polymerase epsilon subunit 2	1	1	2.50E+07	3.60%
171610	265796	65342	2238511	1891278	2428867	2032006	2220433	6612096	2420191	7068263	160907	TGGT1_219738-t26_1-p1	TGGT1_219738	1	3	2	2	TGGT1_219738-t26_1-p1	Toxoplasma_gondii_GT1	275856.3	1	3699	3699.1	15.56	15.56	TGGT1_219738	2	3	2.72E+08	1.00%
												Q53HI1	Q53HI1	1	1	1	1	Q53HI1	HUMAN	30543.4	7.3	3700	3700.1	15.54	15.54	Protein unc-50 homolog	1	1	35600000	7.30%
5571	20508	4158	36633	90707	35101	25535	30034	65207	53168	110021	5571	Q969U7	Q969U7	1	2	1	1	Q969U7|Q969U7-2	HUMAN	29794.9	4.5	3701	3701.1	15.54	15.54	Proteasome assembly chaperone 2	1	2	17500000	4.50%
311318	325643	203823	728400	788758	846749	841605	825074	3219489	745106	3546954	261673	Q92823-5	Q92823-5	1	3	3	3	Q92823-5|Q92823|F8W775|Q92823-2|C9JYY6|Q92823-6|Q92823-4|Q92823-3|A0A087X2B3	HUMAN	145228.4	2.6	3702	3702.1	15.53	15.53	Isoform 5 of Neuronal cell adhesion molecule	3	3	2.45E+08	2.60%
2629515	2392216	1168573	14285759	14889224	16323201	15876338	17959442	27826759	15634872	30422488	2356591	TGGT1_252220-t26_1-p1	TGGT1_252220	1	6	2	2	TGGT1_252220-t26_1-p1	Toxoplasma_gondii_GT1	63970.5	5.1	3703	3703.1	15.53	15.53	TGGT1_252220	2	6	1.92E+09	5.10%
1028043	804050	378297	2371562	841542	2401175	1021357	1868448	2228047	2056724	2482607	786365	TGGT1_259630-t26_1-p1	TGGT1_259630	1	3	2	2	TGGT1_259630-t26_1-p1	Toxoplasma_gondii_GT1	18340.2	11.2	3704	3704.1	15.53	15.53	TGGT1_259630	2	3	4.88E+08	11.20%
7703	24673	9740	104054	34988	83377	14319	103221	230590	112800	228999	9740	TGGT1_237220-t26_1-p1	TGGT1_237220	1	1	1	1	TGGT1_237220-t26_1-p1	Toxoplasma_gondii_GT1	97899.8	1.1	3705	3705.1	15.53	15.53	TGGT1_237220	1	1	7840000	1.10%
	6586	3546	10461	20855	9775	10078	9909	26083	10059	31666	3546	Q8IY47	Q8IY47	1	1	1	1	Q8IY47|A0A087WXP9	HUMAN	72413.3	1.9	3706	3706.1	15.5	15.5	Kelch repeat and BTB domain-containing protein 2	1	1	10700000	1.90%
75057	118496	57568	653573	686933	597458	665061	605662	1567078	556634	1802033	75057	P00374	P00374	1	2	1	1	P00374|P00374-2	HUMAN	21509.4	8.5	3707	3707.1	15.5	15.5	Dihydrofolate reductase	1	2	95900000	8.50%
4015	11354	3182	27859	26104	30101	28410	29497	84267	35716	73277	4015	Q9BWS9-2	Q9BWS9-2	1	1	1	1	Q9BWS9-2|Q9BWS9|Q9BWS9-3|E9PPH0	HUMAN	47957.2	2.8	3708	3708.1	15.49	15.49	Isoform 2 of Chitinase domain-containing protein 1	1	1	16500000	2.80%
35649	35466	25400	219651	215238	196352	274194	202350	237194	220398	302421	31877	Q15652	Q15652	1	3	1	1	Q15652|Q15652-3|A0A1W2PNZ9|Q15652-2	HUMAN	286573.8	0.4	3709	3709.1	15.46	15.46	Probable JmjC domain-containing histone demethylation protein 2C	1	3	35600000	0.40%
4690	7718	2875	274470	414111	295299	440397	320015	252827	287982	267801	4690	Q8IVF5-2	Q8IVF5-2	1	1	1	1	Q8IVF5-2|Q8IVF5-5|Q8IVF5|E9PKT1|Q8IVF5-4|Q8IVF5-3	HUMAN	195048.6	0.6	3710	3710.1	15.46	15.46	Isoform 2 of T-lymphoma invasion and metastasis-inducing protein 2	1	1	9540000	0.60%
7188	21989	3698	307493	274088	260110	333050	325190	253859	347301	243662	7188	F8VTQ9	F8VTQ9	1	1	1	1	F8VTQ9|F8VXU8|Q8IUR5|Q8IUR5-1|Q8IUR5-2|Q8IUR5-3	HUMAN	107256.3	1	3711	3711.1	15.46	15.46	Transmembrane and TPR repeat-containing protein 1	1	1	9360000	1.00%
26340	29755	15112	337617	289897	378721	372808	365547	948233	384417	979969	26340	Q06587	Q06587	1	1	1	1	Q06587|Q06587-2|Q99496	HUMAN	42999.1	3.4	3712	3712.1	15.46	15.46	E3 ubiquitin-protein ligase RING1	1	1	27900000	3.40%
4543	11663		49045	47393	56702	50404	46746	53159	43522	48179	4543	Q6RFH5	Q6RFH5	1	1	1	1	Q6RFH5|Q6RFH5-2	HUMAN	43011	3.1	3713	3713.1	15.46	15.46	WD repeat-containing protein 74	1	1	2.09E+08	3.10%
38985	35013	13671	161455	90918	142575	88385	143733	341603	133488	328639	35013	G3V5Z7	G3V5Z7	1	1	1	1	G3V5Z7|P60900|P60900-2|G3V295|G3V3I1|G3V3U4	HUMAN	28546.2	5.1	3714	3714.1	15.45	15.45	Proteasome subunit alpha type	1	1	1.80E+07	5.10%
17740	3929	10363	16072	10401	20776	21248	8379	11730	12199	14856	10018	Q6UY14-3	Q6UY14-3	1	2	1	1	Q6UY14-3|Q6UY14|Q6UY14-2	HUMAN	122185.8	1.4	3715	3715.1	15.43	15.43	Isoform 3 of ADAMTS-like protein 4	1	2	6380000	1.40%
86562	133882	37418	593607	169863	577015	122391	605273	1537391	605861	1598086	86562	TGGT1_209290-t26_1-p1	TGGT1_209290	1	2	1	1	TGGT1_209290-t26_1-p1	Toxoplasma_gondii_GT1	13385.4	10.1	3716	3716.1	15.43	15.43	TGGT1_209290	1	2	2.72E+08	10.10%
39356	69715	20206	622622	487469	668238	506124	612026	1485231	589003	1520020	39356	P50238	P50238	1	1	1	1	P50238	HUMAN	8932.1	9	3717	3717.1	15.41	15.41	Cysteine-rich protein 1	1	1	14600000	9.00%
43523	65878	20302	360813	95971	387521	97351	381733	448137	415468	593223	43523	TGGT1_262710-t26_1-p1	TGGT1_262710	1	1	1	1	TGGT1_262710-t26_1-p1	Toxoplasma_gondii_GT1	41561.4	2.9	3718	3718.1	15.4	15.4	TGGT1_262710	1	1	2.40E+07	2.90%
4123	9082	4892	14643	20905	24154	21610	25592	57908	14834	51107	4892	Q13480-2	Q13480-2	1	1	1	1	Q13480-2|Q13480|B7Z3B9	HUMAN	80631.3	2.6	3719	3719.1	15.39	15.39	Isoform 2 of GRB2-associated-binding protein 1	1	1	6970000	2.60%
3873			3545	11842	5886	8223	5733	12057	7470	11114		O00257	O00257	1	2	1	1	O00257	HUMAN	61708.7	3.5	3720	3720.1	15.38	15.38	E3 SUMO-protein ligase CBX4	1	2	14300000	3.50%
22804	60905	18160	297715	237507	318825	295221	315748	906517	317140	959112	22804	Q8N5C6	Q8N5C6	1	1	1	1	Q8N5C6	HUMAN	113028.8	2	3721	3721.1	15.38	15.38	S1 RNA-binding domain-containing protein 1	1	1	51900000	2.00%
14841	29403	24843	63050	55623	68475	58781	66849	106030	57118	100263	24843	Q8NAP3	Q8NAP3	1	1	1	1	Q8NAP3	HUMAN	136651.1	0.9	3722	3722.1	15.38	15.38	Zinc finger and BTB domain-containing protein 38	1	1	26500000	0.90%
22029	18582	9030	293500	280187	351158	355442	345123	563432	351579	589873	18582	P78324-2	P78324-2	1	1	1	1	P78324-2|P78324|P78324-4|Q5TFQ8	HUMAN	55906.8	2.7	3723	3723.1	15.37	15.37	Isoform 2 of Tyrosine-protein phosphatase non-receptor type substrate 1	1	1	1.18E+08	2.70%
51439	80200	37334	297041	265793	335237	275289	294179	700728	273660	730832	51439	Q96S44	Q96S44	1	2	1	1	Q96S44|Q5JZ02	HUMAN	28274	3.5	3724	3724.1	15.37	15.37	TP53-regulating kinase	1	2	39300000	3.50%
23723	51524	22195	626422	588451	714687	744158	755527	948400	769379	1028583	34217	Q9UJY5-6	Q9UJY5-6	1	2	1	1	Q9UJY5-6|Q9UJY5|Q9UJY5-2|Q9UJY5-3|Q9UJY5-4	HUMAN	72618.4	1.9	3725	3725.1	15.36	15.36	Isoform 6 of ADP-ribosylation factor-binding protein GGA1	1	2	1.44E+08	1.90%
3248	16261		102050	196492	245084	151512	159631	396556	131928	374305	3248	Q7Z5L2	Q7Z5L2	1	4	2	2	Q7Z5L2|A0A087X0M0|Q7Z5L2-2|Q7Z5L2-3	HUMAN	88909.3	2.7	3726	3726.1	15.35	15.35	Coiled-coil domain-containing protein R3HCC1L	2	4	3.82E+08	2.70%
233784	171306	125363	255158	232913	254827	228445	277269	212763	202383	209782	171306	O00220	O00220	1	2	2	2	O00220|F8U8C0	HUMAN	51286.3	5.9	3727	3727.1	15.35	15.35	Tumor necrosis factor receptor superfamily member 10A	2	2	2.70E+07	5.90%
7213	13007	6480	49828	76139	44443	39603	34828	124846	38888	117476	7213	Q5H9U9	Q5H9U9	1	1	1	1	Q5H9U9	HUMAN	199952.1	0.9	3728	3728.1	15.35	15.35	Probable ATP-dependent RNA helicase DDX60-like	1	1	30500000	0.90%
149067	260094	112815	930191	102679	680485	61450	1028010	2031471	953213	2053952	149067	TGGT1_319860-t26_1-p1	TGGT1_319860	1	3	2	2	TGGT1_319860-t26_1-p1	Toxoplasma_gondii_GT1	337029.8	0.7	3729	3729.1	15.35	15.35	TGGT1_319860	2	3	1.85E+08	0.70%
9564	19499	4276	56229	39875	42278	35746	45912	96216	38122	85002	9564	TGGT1_235930-t26_1-p1	TGGT1_235930	1	1	1	1	TGGT1_235930-t26_1-p1	Toxoplasma_gondii_GT1	64491.7	1.9	3730	3730.1	15.34	15.34	TGGT1_235930	1	1	19900000	1.90%
132885	256592	65526	1098822	532029	1286085	545259	1308733	3755008	1259480	3711936	132885	TGGT1_249850-t26_1-p1	TGGT1_249850	1	2	1	1	TGGT1_249850-t26_1-p1	Toxoplasma_gondii_GT1	43651.3	2	3731	3731.1	15.34	15.34	TGGT1_249850	1	2	3.11E+08	2.00%
17908	33855	13708	309720	39490	301003	48378	326052	682951	296861	523012	17908	TGGT1_240860-t26_1-p1	TGGT1_240860	1	1	1	1	TGGT1_240860-t26_1-p1	Toxoplasma_gondii_GT1	32250.3	3.9	3732	3732.1	15.33	15.33	TGGT1_240860	1	1	28300000	3.90%
26032	33656	5872	216237	347802	236933	228696	226357	368389	208695	373470	26032	H7C2I1	H7C2I1	1	2	1	1	H7C2I1|Q99873|Q99873-4|Q99873-2|Q99873-3|E9PKG1|A0A087X1W2	HUMAN	43088.5	4	3733	3733.1	15.32	15.32	Protein arginine N-methyltransferase 1	1	2	12200000	4.00%
	6554		10023	18227	11088	10779	6731	27526	10852	27588		Q96IV0	Q96IV0	1	2	1	1	Q96IV0|Q96IV0-2|Q96IV0-5|Q96IV0-3	HUMAN	75529.8	1.8	3734	3734.1	15.32	15.32	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	1	2	6140000	1.80%
9882	9030	5063	45022	52477	51547	50456	65994	118118	52457	131142	9030	G5E9P3	G5E9P3	1	1	1	1	G5E9P3|Q9NYS0	HUMAN	21815.5	6.2	3735	3735.1	15.31	15.31	NF-kappa-B inhibitor-interacting Ras-like protein 1	1	1	1390000	6.20%
46478	52844	21302	371599	386825	456176	386107	450543	645039	365417	550161	46478	Q9P2X0-2	Q9P2X0-2	1	1	1	1	Q9P2X0-2|Q9P2X0	HUMAN	13447.6	8.1	3736	3736.1	15.3	15.3	Isoform 2 of Dolichol-phosphate mannosyltransferase subunit 3	1	1	65900000	8.10%
61966	37401	27935	101293	96019	91427	99780	85834	211847	94232	189309	30496	TGGT1_280540-t26_1-p1	TGGT1_280540	1	2	2	2	TGGT1_280540-t26_1-p1	Toxoplasma_gondii_GT1	370115.7	0.7	3737	3737.1	15.26	15.26	TGGT1_280540	2	2	1.97E+09	0.70%
2185679	966462	784193	3186956	3538388	3395864	5416223	3328385	3163386	3051232	4038420	966462	TGGT1_214610-t26_1-p1	TGGT1_214610	1	3	2	2	TGGT1_214610-t26_1-p1|TGGT1_295680-t26_1-p1|TGGT1_248300-t26_1-p1	Toxoplasma_gondii_GT1	356958.8	0.4	3738	3738.1	15.26	15.26	TGGT1_214610	2	3	3.38E+08	0.40%
20024	49666		163942	172453	191845	188651	214303	425084	186820	444861	20024	F5H1S1	F5H1S1	1	3	2	2	F5H1S1|Q92521	HUMAN	65968.1	3.2	3739	3739.1	15.24	15.24	Mannosyltransferase	2	3	1.43E+08	3.20%
12184	15925	5165	63294	74685	59810	70681	70948	367193	70147	375213	9519	Q8IWP9	Q8IWP9	1	2	2	2	Q8IWP9|B4DUJ5	HUMAN	30537.1	11.3	3740	3740.1	15.23	15.23	Coiled-coil domain-containing protein 28A	2	2	30200000	11.30%
56555	94404	25710	416789	421522	510972	513628	551915	1475763	471078	1493438	56054	P50749	P50749	1	2	2	2	P50749	HUMAN	37960.7	4.6	3741	3741.1	15.23	15.23	Ras association domain-containing protein 2	2	2	86100000	4.60%
19922	74590	11133	197251	223914	202628	210555	194424	714285	203065	813331	19922	TGGT1_286690-t26_1-p1	TGGT1_286690	1	4	2	2	TGGT1_286690-t26_1-p1	Toxoplasma_gondii_GT1	60626.4	3.8	3742	3742.1	15.22	15.22	TGGT1_286690	2	4	1.94E+08	3.80%
179003	89752	35895	394735	425861	464416	571821	363016	213388	449693	234766	89752	Q9P0M6	Q9P0M6	1	1	1	1	Q9P0M6	HUMAN	40285.7	2.4	3743	3743.1	15.21	15.21	Core histone macro-H2A.2	1	1	18400000	2.40%
32933268	38307911	28254718	18249617	1497607	13709735	3841207	19077398	19939245	20819340	23118678	32933268	TGGT1_224460-t26_1-p1	TGGT1_224460	1	4	2	2	TGGT1_224460-t26_1-p1	Toxoplasma_gondii_GT1	109173.4	1.5	3744	3744.1	15.2	15.2	TGGT1_224460	2	4	4.82E+09	1.50%
			12483	18183	10753	12799	12616	39465	9615	53028		P19387	P19387	1	1	1	1	P19387|H3BRR2	HUMAN	31782.9	5.4	3745	3745.1	15.19	15.19	DNA-directed RNA polymerase II subunit RPB3	1	1	2900000	5.40%
883536	1150063	314082	6287514	5537799	5671909	7579861	6428941	13893558	6189451	13482973	883536	P60903	P60903	1	2	2	2	P60903	HUMAN	11317	27.8	3746	3746.1	15.19	15.19	Protein S100-A10	2	2	4.52E+08	27.80%
75059	96293	51831	834864	841835	1039083	933840	999809	1769852	950072	1857717	75059	Q9Y2I8-2	Q9Y2I8-2	1	3	2	2	Q9Y2I8-2|Q9Y2I8	HUMAN	55477.2	4.6	3747	3747.1	15.18	15.18	Isoform 2 of WD repeat-containing protein 37	2	3	3.04E+08	4.60%
93994	86143	63101	850103	942173	811271	823737	930447	1341623	777765	1421167	83747	Q96H20	Q96H20	1	2	1	1	Q96H20|Q96H20-2|D6RFY6|D6RJ86|D6RBI1	HUMAN	28977.8	5.4	3748	3748.1	15.16	15.16	Vacuolar-sorting protein SNF8	1	2	84700000	5.40%
24674	22112	14062	292547	299063	316186	349666	330099	184478	343911	179744	22112	F6SYP7	F6SYP7	1	2	1	1	F6SYP7|P98153|P98153-3	HUMAN	62245.3	1.6	3749	3749.1	15.16	15.16	Integral membrane protein DGCR2/IDD	1	2	45700000	1.60%
270127	250648	202842	4028131	5266823	12119038	6437271	7217467	3817213	5361575	3937779	224858	Q8N961	Q8N961	1	4	2	2	Q8N961|Q8N961-2	HUMAN	114795.2	2.7	3750	3750.1	15.16	15.16	Ankyrin repeat and BTB/POZ domain-containing protein 2	2	4	5.44E+08	2.70%
5591	25606	12215	56377	39676	46905	16444	49552	111967	51593	113277	12215	TGGT1_311110-t26_1-p1	TGGT1_311110	1	1	1	1	TGGT1_311110-t26_1-p1	Toxoplasma_gondii_GT1	9588	16.4	3751	3751.1	15.14	15.14	TGGT1_311110	1	1	30100000	16.40%
3626203	1284347	1878080	1673260	1979932	2237191	2643205	1442238	4269178	1290084	3677639	1878080	Q9UIF8	Q9UIF8	1	3	2	2	Q9UIF8|Q9UIF8-2|Q9UIF8-4|Q9UIF8-3|Q9UIF8-5|A0A0A0MR97	HUMAN	242223.6	1.6	3752	3752.1	15.11	15.11	Bromodomain adjacent to zinc finger domain protein 2B	2	3	9.34E+09	1.60%
3422	3087	3294	23124	20792	20321	29327	26142	17593	22620	22868	3294	Q9UPQ4	Q9UPQ4	1	1	1	1	Q9UPQ4|Q9UPQ4-2	HUMAN	57851.6	2	3753	3753.1	15.1	15.1	Tripartite motif-containing protein 35	1	1	13200000	2.00%
