id,ctrl.turbo.rah.nobiotin,ctrl.turbo.cyto.nobiotin,ctrl.noturbo.nobiotin,turborah.toxo.r1,turborah.mock.r1,turborah.toxo.r2,turborah.mock.r2,turborah.toxo.r3,turbocyto.toxo.r1,turborah.toxo.r4,turbocyto.toxo.r2,turborah.vs.turbocyto.logFC,turborah.vs.turbocyto.P.Value,turborah.vs.turbocyto.adj.P.Val,turborah.vs.turbocyto.Q.Value,turborah.toxo.vs.mock.logFC,turborah.toxo.vs.mock.P.Value,turborah.toxo.vs.mock.adj.P.Val,turborah.toxo.vs.mock.Q.Value,turborah.toxo.vs.ctrl.logFC,turborah.toxo.vs.ctrl.P.Value,turborah.toxo.vs.ctrl.adj.P.Val,turborah.toxo.vs.ctrl.Q.Value,turbocyto.toxo.vs.ctrl.logFC,turbocyto.toxo.vs.ctrl.P.Value,turbocyto.toxo.vs.ctrl.adj.P.Val,turbocyto.toxo.vs.ctrl.Q.Value,turborah.toxo.vs.all.logFC,turborah.toxo.vs.all.P.Value,turborah.toxo.vs.all.adj.P.Val,turborah.toxo.vs.all.Q.Value,turborah.vs.turbocyto.zscore,turborah.toxo.vs.mock.zscore,turborah.toxo.vs.ctrl.zscore,turbocyto.toxo.vs.ctrl.zscore,id.nodash,accession_number,numColumnsProteinObserved,numSpectraProteinObserved,numPepsUnique,numPepsUniqueSubgroupSpecificCI,accession_numbers,species,protein_mw,percentCoverage,groupNum,subgroupNum,scoreUnique,scoreUniqueSubgroupSpecificCI,entry_name,X20191014_Toxoplasma_TMT_FullExperiment.unique_peptides,X20191014_Toxoplasma_TMT_FullExperiment.numSpectra,X20191014_Toxoplasma_TMT_FullExperiment.totalIntensity,X20191014_Toxoplasma_TMT_FullExperiment.pct_cov,subcellular.location,gene,Location,toxo_gene_name,toxo_nonsecreted_gene_name,lopit_prediction,has.imputed
P21333,-5.401624574956748,-2.246305919329742,-6.2782565448715815,-2.3478380354746378,-2.4073936810564054,-2.2416311642639566,-2.0550463653455187,-2.1611196177453804,2.2033692427394995,-2.1951676340711175,2.2833839924302795,-4.479815730473662,3.226758757708484e-5,7.209941354631933e-4,7.209941354631933e-4,-0.0052190896878112625,0.9945096583049267,0.999812317632854,0.999812317632854,2.40562323349725,0.0025792534479604,0.0026513565525524262,0.0026513565525524262,6.885438963970913,4.755979558435032e-7,5.861376628847255e-7,5.861376628847255e-7,-2.2485957072727003,0.03480854595997052,0.08298612472345333,0.08298612472345333,-3.920602236371137,-0.30957756768754296,-0.9572995216419123,2.3539441672306047,P21333,P21333,1,1331,239,219,P21333|P21333-2|Q5HY54|Q60FE5|A0A087WWY3,HUMAN,283472.4,80.2,4,4.1,4802.24,4500.33,Filamin-A,239,1331,1790000000000,80.20%,"SUBCELLULAR LOCATION: Cytoplasm, cell cortex. Cytoplasm, cytoskeleton.",FLNA,Unknown,NA,NA,NA,FALSE
Q14315,-3.128915261528351,-2.1897371989286616,-3.6123127109570468,-0.41715295868437136,-0.4631230787983528,-0.3470219113421771,-0.2143688900325569,-0.36708651456644026,1.501004271288668,-0.4099417165421638,1.634074848563715,-1.9528403352099795,7.780424076159659e-5,9.93429214291274e-4,9.93429214291274e-4,-0.046554790868333196,0.8973741709382319,0.999812317632854,0.999812317632854,2.591687615187565,9.221375011876736e-7,1.235481650106099e-6,1.235481650106099e-6,4.544527950397544,8.152285311321741e-9,2.553178021441001e-8,2.553178021441001e-8,-1.6140943507945247,0.003362520145464672,0.05760728849389117,0.05760728849389117,-1.0907735833068017,-0.3979378661000586,-0.7644793375612193,0.21586442673968217,Q14315,Q14315,1,361,148,125,Q14315|Q14315-2,HUMAN,293584.3,59.4,4,4.2,2385.72,2039.31,Filamin-C,125,361,99400000000,54.80%,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11038172, ECO:0000269|PubMed:25351925}. Membrane {ECO:0000269|PubMed:11038172}; Peripheral membrane protein {ECO:0000269|PubMed:11038172}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11038172}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000269|PubMed:11038172}. Note=A small amount localizes at membranes. In striated muscle cells, it predominantly localizes in myofibrillar Z lines, while a minor fraction localizes with subsarcolemme. Targeting to developing and mature Z lines is mediated by the intradomain insert.",FLNC,Unknown,NA,NA,NA,FALSE
O75369-8,-3.4893452636678295,-2.3407899056380947,-4.474641535378325,-0.7077535177341684,-0.7664186584048809,-0.5801578625476468,-0.5759649768326055,-0.6342439862698415,1.7472580752316784,-0.6343124719302878,1.800320310446126,-2.412906152459388,7.654823424429086e-5,9.88407162016931e-4,9.88407162016931e-4,0.03207485799825682,0.9425590785797513,0.999812317632854,0.999812317632854,2.795808608607598,4.2994537202898444e-6,5.073640561931669e-6,5.073640561931669e-6,5.208714761066986,2.0800378297104012e-8,4.349053138387075e-8,4.349053138387075e-8,-1.7417143348406452,0.00808363167559207,0.05826526968882956,0.05826526968882956,-1.605977425175625,-0.2298570294503805,-0.5529469251326383,0.8225019091384148,O75369,O75369-8,1,102,71,54,O75369-8|O75369|O75369-9|O75369-2|O75369-3|O75369-6|O75369-4|O75369-5|O75369-7|E7EN95|A0A0A0MT44,HUMAN,283797.6,32.7,4,4.3,1160.22,871.14,Isoform 8 of Filamin-B,54,102,9270000000,28.60%,"SUBCELLULAR LOCATION: Isoform 1: Cytoplasm, cell cortex. Cytoplasm, cytoskeleton. Cytoplasm, cytoskeleton, stress fiber. Cytoplasm, myofibril, sarcomere, Z line. Note=In differentiating myotubes, isoform 1, isoform 2 and isoform 3 are localized diffusely throughout the cytoplasm with regions of enrichment at the longitudinal actin stress fiber. In differentiated tubes, isoform 1 is also detected within the Z-lines.; SUBCELLULAR LOCATION: Isoform 2: Cytoplasm, cytoskeleton, stress fiber.; SUBCELLULAR LOCATION: Isoform 3: Cytoplasm, cytoskeleton, stress fiber.; SUBCELLULAR LOCATION: Isoform 6: Cytoplasm, cytoskeleton. Note=Polarized at the periphery of myotubes.",FLNB,Unknown,NA,NA,NA,FALSE
P35579,-1.9204191280599223,-0.423419895796253,-7.155543363061441,-0.38471505098001624,-0.1290056547843724,-0.5211900764494173,-0.178783174171993,-0.15435233819841424,1.2155755965955164,-0.482620851677238,1.4781800895078494,-1.7325974223779543,0.16758838370092954,0.2184664195286043,0.2184664195286043,-0.2318251648480888,0.8483700507106906,0.999812317632854,0.999812317632854,2.7807412163129346,0.0190986619973019,0.019414294932954424,0.019414294932954424,4.513338638690889,0.0029263974623575605,0.0029990919767208806,0.0029990919767208806,-1.5787030078997717,0.3216834620903182,0.38894036892478423,0.38894036892478423,-0.8441349707842682,-0.7939767638160029,-0.5685613986255211,0.18737755342703008,P35579,P35579,1,1520,254,212,P35579|P35579-2|Q5BKV1|A0A0C4DFM8|A1L2Z2|A0A087X0T3|A7E2Y1|P11055|Q9UKX3|P13533|P12882|Q9UKX2|Q9Y623|P12883|P13535,HUMAN,227783.5,78.4,5,5.1,4603.03,3883.88,Myosin-9,257,1520,2370000000000,78.40%,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q8VDD5}. Cytoplasm, cell cortex {ECO:0000250|UniProtKB:Q8VDD5}. Note=Colocalizes with actin filaments at lamellipodia margins and at the leading edge of migrating cells (PubMed:20052411). In retinal pigment epithelial cells, predominantly localized to stress fiber-like structures with some localization to cytoplasmic puncta (PubMed:27331610). {ECO:0000269|PubMed:20052411, ECO:0000269|PubMed:27331610}.",MYH9,Unknown,NA,NA,NA,FALSE
P35580,-1.700654448772194,-0.5180883686168534,-6.775422269205856,0.022669857015761002,0.10986485400340987,-0.18943420288575918,0.11313598797032624,0.0980612304991707,0.8237900151757496,-0.1913036757035005,1.147462725412561,-1.0506280680627371,0.36545325883433333,0.42883398357147057,0.42883398357147057,-0.17650211875545008,0.8773730390106016,0.999812317632854,0.999812317632854,2.9330533310963856,0.010344189823202099,0.010559563721150484,0.010559563721150484,3.983681399159123,0.004642554261456332,0.0047435098358522415,0.0047435098358522415,-1.1621284890496053,0.4362707049605604,0.4995467798244296,0.4995467798244296,-0.08043286946182536,-0.6757167434891096,-0.41071899083386737,-0.2963868471336507,P35580,P35580,1,516,198,156,P35580|P35580-3|P35580-2|P35580-5|P35580-4,HUMAN,229964.9,70.7,5,5.2,3376.74,2677.8,Myosin-10,156,516,239000000000,58.10%,"SUBCELLULAR LOCATION: Cell projection, lamellipodium {ECO:0000269|PubMed:20052411, ECO:0000269|PubMed:22480440}. Note=Colocalizes with MCC at the leading edge of migrating cells.",MYH10,Unknown,NA,NA,NA,FALSE
P35749-2,-3.301744522093214,-1.7794401519565628,-4.186719034075214,-0.49774868637485836,-0.5692415214514985,-0.4497191263830779,-0.5021613835435469,-0.539873767884447,1.6170529895253887,-0.7565939441231515,1.7590557928707258,-2.2490382723894404,3.513817861627677e-4,0.0023158048207652846,0.0023158048207652846,-0.025282428693861103,0.9587090868558656,0.999812317632854,0.999812317632854,2.5283173548502798,3.43283022235804e-5,3.73536977878329e-5,3.73536977878329e-5,4.777355627239721,1.9281143751043358e-7,2.5925321665254244e-7,2.5925321665254244e-7,-1.713336819891918,0.015169546259097862,0.06157554942146166,0.06157554942146166,-1.4224702872715533,-0.35246549679230926,-0.8301505055326055,0.42851844733055194,P35749,P35749-2,1,3,40,3,P35749-2|P35749|P35749-3|P35749-4,HUMAN,228941.8,17.1,5,5.3,630.65,42.3,Isoform 2 of Myosin-11,3,3,40000000,2.10%,SUBCELLULAR LOCATION: Melanosome {ECO:0000269|PubMed:17081065}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV. Thick filaments of the myofibrils.,MYH11,Unknown,NA,NA,NA,FALSE
Q14789-2,-4.06854945328581,-4.106931706193443,-5.675432874812384,0.43351371237711134,0.2711446324456446,0.5061167613196267,0.6150958242344238,0.5375525268505498,0.2113700473035359,0.5502661813800409,0.3561229170503741,0.22311581330487718,0.5876711565358803,0.6438120215546901,0.6438120215546901,0.06374206714179809,0.8762853196884558,0.999812317632854,0.999812317632854,5.123833640245711,8.687435641278969e-10,1.229876462563628e-8,1.229876462563628e-8,4.900717826940834,1.5531341001737835e-8,3.601269815550315e-8,3.601269815550315e-8,-0.22000441503515689,0.6780877402965968,0.7263998813880262,0.7263998813880262,1.3459668251752237,-0.16216435774282106,1.8596062517137115,0.5411917691244988,Q14789,Q14789-2,1,752,251,3,Q14789-2|F8WF12,HUMAN,378557.2,69.4,6,6.1,4328.09,70.72,Isoform 2 of Golgin subfamily B member 1,251,752,185000000000,69.60%,SUBCELLULAR LOCATION: Golgi apparatus membrane; Single-pass type I membrane protein.,GOLGB1,Unknown,NA,NA,NA,FALSE
Q14789,-5.306510643980944,-4.925864059468979,-6.714578912619483,-0.17805032999719048,-0.33132675445972454,0.04989445285891729,-0.13458175467289954,0.0043575107430417264,0.9905155239378016,-0.20882967289523321,0.5725196619355248,-0.8646746027592792,0.05526288341424147,0.08489904609183815,0.08489904609183815,0.14979724474369582,0.7225379404087713,0.999812317632854,0.999812317632854,5.565827528867187,4.2259880543023785e-10,9.22355973400319e-9,9.22355973400319e-9,6.430502131626467,6.611504055159174e-10,1.6178440680719314e-8,1.6178440680719314e-8,-0.6317203481929672,0.25635425537035417,0.32468979630022765,0.32468979630022765,0.12780676960969817,0.02178948737614785,2.3176484744771364,1.9384259271955104,Q14789,Q14789,1,2,250,1,Q14789,HUMAN,377438.9,69.3,6,6.2,4305.06,28.06,Golgin subfamily B member 1,1,2,131000000,0.90%,SUBCELLULAR LOCATION: Golgi apparatus membrane; Single-pass type I membrane protein.,GOLGB1,Unknown,NA,NA,NA,TRUE
Q14789-4,-2.9918674189833214,-6.419131647697663,-6.714578912619483,0.2903187076080938,0.1478176878506561,0.36128278283840015,1.4100529634133478,0.41437300126054266,-1.7542241985882947,0.6440355471898784,-1.3294418104329366,1.969335514234844,0.021494569042545552,0.03901079778483455,0.03901079778483455,-0.351432815907773,0.6512499645952923,0.999812317632854,0.999812317632854,5.802695169491052,5.600829199402797e-7,8.018453314252925e-7,8.018453314252925e-7,3.833359655256208,2.960001212599764e-4,3.0792386538207263e-4,3.0792386538207263e-4,1.1904001886028421,0.24563469086612874,0.3136965493394162,0.3136965493394162,3.3014676794767444,-1.049653271972923,2.5631165304958903,-0.43368376843074624,Q14789,Q14789-4,1,3,247,2,Q14789-4,HUMAN,368842.6,69.2,6,6.3,4241.66,38.61,Isoform 4 of Golgin subfamily B member 1,2,3,358000000,1.10%,SUBCELLULAR LOCATION: Golgi apparatus membrane; Single-pass type I membrane protein.,GOLGB1,Unknown,NA,NA,NA,TRUE
Q03001,-4.3602008722491945,-3.0014349610789,-5.313224364190735,-0.9242278833836219,-0.7230435250650434,-0.7630579793288723,-0.578658608733837,-0.765910370694976,1.8165803890685395,-0.7804833118820884,1.8941241945063516,-2.663772178109835,4.998718002154297e-5,8.592344896003507e-4,8.592344896003507e-4,-0.15756881942294976,0.7383784279688377,0.999812317632854,0.999812317632854,3.4165335128505543,8.166007282875504e-7,1.1108002669066276e-6,1.1108002669066276e-6,6.0803056909603885,5.9010121516563075e-9,2.2351976062067553e-8,2.2351976062067553e-8,-2.012921111210395,0.0045813074034376155,0.05760728849389117,0.05760728849389117,-1.8869092731059962,-0.6352444173600071,0.09031584881840168,1.618572711657334,Q03001,Q03001,1,527,263,67,Q03001|F8W9J4|Q03001-14|Q03001-9|Q6P0N6|Q03001-13|Q03001-10|Q03001-12,HUMAN,865781.3,42.4,7,7.1,4257.36,1201.48,Dystonin,263,527,49000000000,42.40%,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11751855, ECO:0000269|PubMed:19932097}. Cytoplasm, cytoskeleton, stress fiber {ECO:0000250|UniProtKB:Q91ZU6}. Cell projection, axon {ECO:0000250|UniProtKB:Q91ZU6}. Note=Associates with intermediate filaments, actin and microtubule cytoskeletons. Localizes to actin stress fibers and to actin-rich ruffling at the cortex of cells (By similarity). Associated at the growing distal tip of microtubules. {ECO:0000250|UniProtKB:Q91ZU6}.; SUBCELLULAR LOCATION: Isoform 1: Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm, myofibril, sarcomere, Z line. Cytoplasm, myofibril, sarcomere, H zone {ECO:0000250}. Note=Localizes to microtubules and actin microfilaments throughout the cytoplasm and at focal contact attachments at the plasma membrane. {ECO:0000250}.; SUBCELLULAR LOCATION: Isoform 2: Cytoplasm, cytoskeleton {ECO:0000250}. Note=Colocalizes both cortical and cytoplasmic actin filaments. {ECO:0000250}.; SUBCELLULAR LOCATION: Isoform 3: Cytoplasm, cytoskeleton. Cell junction, hemidesmosome. Note=Localizes to actin and intermediate filaments cytoskeletons (By similarity). Colocalizes with the epidermal KRT5-KRT14 intermediate filaments network of keratins. Colocalizes with ITGB4 at the leading edge of migrating keratinocytes. {ECO:0000250}.; SUBCELLULAR LOCATION: Isoform 6: Nucleus {ECO:0000250|UniProtKB:Q91ZU6}. Nucleus envelope {ECO:0000269|PubMed:10428034}. Membrane {ECO:0000269|PubMed:10428034}; Single-pass membrane protein {ECO:0000269|PubMed:10428034}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q91ZU6}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q91ZU6}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:10428034}. Cytoplasm, cytoskeleton, stress fiber {ECO:0000250|UniProtKB:Q91ZU6}. Note=Localizes to actin and intermediate filaments cytoskeletons. Localizes to central actin stress fibers around the nucleus and is excluded form focal contact sites in myoblast cells. Translocates to the nucleus (By similarity). Associates with actin cytoskeleton in sensory neurons. {ECO:0000250|UniProtKB:Q91ZU6}.; SUBCELLULAR LOCATION: Isoform 7: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:10428034}. Cell projection, axon {ECO:0000269|PubMed:10428034}. Membrane {ECO:0000269|PubMed:10428034}. Note=Associates with axonal microtubules and intermediate filaments, but not with actin cytoskeleton, in sensory neurons.; SUBCELLULAR LOCATION: Isoform 8: Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm, cell cortex {ECO:0000250}. Cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}.",DST,Unknown,NA,NA,NA,FALSE
F6QMI7,-4.089069277950056,-2.9315600793000995,-5.477631055451538,-0.6057384712700686,-0.8403632155547791,-0.9659008125376285,-0.5169054756555378,-0.8251557065941877,1.910182918422545,-1.1408035963119834,1.841878669465769,-2.7604304406226237,8.077277683648756e-5,0.001008318465084271,0.001008318465084271,-0.2057653010733086,0.6886506498190943,0.999812317632854,0.999812317632854,3.281687157555431,3.4251394007332343e-6,4.111868911526094e-6,4.111868911526094e-6,6.042117598178055,1.8700917809503445e-8,4.065887207554637e-8,4.065887207554637e-8,-2.081796095017465,0.006363034631798239,0.05760728849389117,0.05760728849389117,-1.9951518469461589,-0.7382705032720513,-0.04942663609143065,1.5836934757391523,F6QMI7,F6QMI7,1,6,200,4,F6QMI7|E9PHM6|Q03001-8|Q03001-11,HUMAN,636850.7,41.8,7,7.2,3097.77,41.89,Dystonin,4,6,1090000000,0.80%,NA,DST,Unknown,NA,NA,NA,FALSE
H3BQK9,-3.8517282441390344,-2.7602055791386833,-4.8889792380927,-0.7789312848579606,-0.6936060323039046,-0.7038236469071698,-0.590507455691168,-0.6576402315331293,1.7746919544392774,-0.6494018021351229,1.8387972266953052,-2.5041938319256367,5.111217351425892e-5,8.592344896003507e-4,8.592344896003507e-4,-0.055392497360809645,0.9006470480112367,0.999812317632854,0.999812317632854,3.136188445765127,1.1086009797618982e-6,1.4610039402160116e-6,1.4610039402160116e-6,5.6403822776907635,7.2063378278128805e-9,2.4039511533522206e-8,2.4039511533522206e-8,-1.8621370879281005,0.0051728951057504625,0.05760728849389117,0.05760728849389117,-1.7082057616721054,-0.41682958344500154,-0.2002082533791765,1.2167670335151304,H3BQK9,H3BQK9,1,235,158,152,H3BQK9|H3BPE1|Q9UPN3|Q9UPN3-2|Q9UPN3-3|Q9UPN3-4|Q9UPN3-5|E9PLY0,HUMAN,866539.7,24.9,7,7.3,2366.4,2268.75,Microtubule-actin cross-linking factor 1 isoforms 1/2/3/5,152,235,18900000000,24.20%,NA,MACF1,Unknown,NA,NA,NA,FALSE
Q03001-3,-3.5620798120657056,-2.564482746898633,-6.714578912619483,0.1780302450979436,0.6705752687446228,0.576653969214775,0.28604306396332685,0.12992174500289994,-0.021315534393534594,0.26529577930007486,0.044199453433509485,0.27603347513393595,0.7229260914830065,0.769075147008494,0.769075147008494,-0.19083373170005158,0.8061367712553109,0.999812317632854,0.999812317632854,4.567855925181864,8.90711925620798e-6,1.0132072778665634e-5,1.0132072778665634e-5,4.2918224500479285,1.0615819208614836e-4,1.1153203845572667e-4,1.1153203845572667e-4,-0.20227569122003897,0.840255523674674,0.8661134785470512,0.8661134785470512,1.4052265694440889,-0.7063523819408987,1.2834415694167882,-0.014945077541032763,Q03001,Q03001-3,1,1,37,1,Q03001-3,HUMAN,309146,17.5,7,7.4,592.3,8.79,Isoform 3 of Dystonin,1,1,7180000,0.40%,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11751855, ECO:0000269|PubMed:19932097}. Cytoplasm, cytoskeleton, stress fiber {ECO:0000250|UniProtKB:Q91ZU6}. Cell projection, axon {ECO:0000250|UniProtKB:Q91ZU6}. Note=Associates with intermediate filaments, actin and microtubule cytoskeletons. Localizes to actin stress fibers and to actin-rich ruffling at the cortex of cells (By similarity). Associated at the growing distal tip of microtubules. {ECO:0000250|UniProtKB:Q91ZU6}.; SUBCELLULAR LOCATION: Isoform 1: Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm, myofibril, sarcomere, Z line. Cytoplasm, myofibril, sarcomere, H zone {ECO:0000250}. Note=Localizes to microtubules and actin microfilaments throughout the cytoplasm and at focal contact attachments at the plasma membrane. {ECO:0000250}.; SUBCELLULAR LOCATION: Isoform 2: Cytoplasm, cytoskeleton {ECO:0000250}. Note=Colocalizes both cortical and cytoplasmic actin filaments. {ECO:0000250}.; SUBCELLULAR LOCATION: Isoform 3: Cytoplasm, cytoskeleton. Cell junction, hemidesmosome. Note=Localizes to actin and intermediate filaments cytoskeletons (By similarity). Colocalizes with the epidermal KRT5-KRT14 intermediate filaments network of keratins. Colocalizes with ITGB4 at the leading edge of migrating keratinocytes. {ECO:0000250}.; SUBCELLULAR LOCATION: Isoform 6: Nucleus {ECO:0000250|UniProtKB:Q91ZU6}. Nucleus envelope {ECO:0000269|PubMed:10428034}. Membrane {ECO:0000269|PubMed:10428034}; Single-pass membrane protein {ECO:0000269|PubMed:10428034}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q91ZU6}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q91ZU6}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:10428034}. Cytoplasm, cytoskeleton, stress fiber {ECO:0000250|UniProtKB:Q91ZU6}. Note=Localizes to actin and intermediate filaments cytoskeletons. Localizes to central actin stress fibers around the nucleus and is excluded form focal contact sites in myoblast cells. Translocates to the nucleus (By similarity). Associates with actin cytoskeleton in sensory neurons. {ECO:0000250|UniProtKB:Q91ZU6}.; SUBCELLULAR LOCATION: Isoform 7: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:10428034}. Cell projection, axon {ECO:0000269|PubMed:10428034}. Membrane {ECO:0000269|PubMed:10428034}. Note=Associates with axonal microtubules and intermediate filaments, but not with actin cytoskeleton, in sensory neurons.; SUBCELLULAR LOCATION: Isoform 8: Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm, cell cortex {ECO:0000250}. Cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}.",DST,Unknown,NA,NA,NA,TRUE
Q8IVF2-3,-5.027197509959163,-3.5109429900533704,-5.912971509931109,-0.7442477333927111,-0.2271224401790837,-0.7236400512697948,0.08069189718877341,-0.6877668246905029,1.66390451358892,-0.6935008243499362,1.741019254205144,-2.4147507423227683,1.7855900168912918e-4,0.001577193479671864,0.001577193479671864,-0.639073586930581,0.20262842299289885,0.999812317632854,0.999812317632854,4.104748478222147,1.3359905996577784e-7,2.5249475970068515e-7,2.5249475970068515e-7,6.5194992205449145,3.6774947648155295e-9,1.851334046037342e-8,1.851334046037342e-8,-2.341535470827613,0.0019833387534271053,0.05760728849389117,0.05760728849389117,-1.608043085671698,-1.6645218634644312,0.8035191771744242,2.0197117478336635,Q8IVF2,Q8IVF2-3,1,526,220,219,Q8IVF2-3|Q8IVF2|Q8IVF2-2,HUMAN,606664.8,49,8,8.1,3678.93,3668.74,Isoform 3 of Protein AHNAK2,219,526,127000000000,50.10%,SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.,AHNAK2,Unknown,NA,NA,NA,FALSE
TGGT1_221320-t26_1-p1,0.0012242577056770887,0.2622379665000918,-0.4356520024557587,-0.12900085270899048,-2.9114466420173684,-0.04150465028867826,-2.431465867626404,0.12358515383483125,0.8934650938722433,0.06899502689095455,0.8953036157974266,-0.8888656854028055,0.009868819642234386,0.021163470957807056,0.021163470957807056,2.6769749242539147,3.524386282636259e-7,2.384599758831693e-4,2.384599758831693e-4,0.06291526218202588,0.8141436762870375,0.8146252756223153,0.8146252756223153,0.9517809475848314,0.008987281658021332,0.00914405228543945,0.00914405228543945,1.7825905694190798,3.877052615212759e-4,0.05760728849389117,0.05760728849389117,0.10071643111981556,5.42395196498268,-3.385068760292603,-3.0655843489220294,TGGT1_221320,TGGT1_221320,1,930,212,212,TGGT1_221320-t26_1-p1,Toxoplasma_gondii_GT1,288944.6,69.5,9,9.1,3636.94,3636.94,TGGT1_221320,212,930,568000000000,69.50%,NA,NA,Unknown,NA,NA,NA,FALSE
Q14204,-3.551198070132578,-2.7149598542309126,-4.424722184835487,-0.21477265896073625,-0.20647482006846116,-0.04059965545860661,-0.00511560384880905,0.03181216652324861,1.2755185121138768,-0.0597812764382086,1.3874827571368893,-1.4023359907089588,0.0027147003421346457,0.008319363763832702,0.008319363763832702,0.034959855875059315,0.9290731629977044,0.999812317632854,0.999812317632854,3.49279134698275,6.939574084643777e-8,1.584089050522171e-7,1.584089050522171e-7,4.895127337691709,9.303258085766526e-9,2.69049317905289e-8,2.69049317905289e-8,-1.2965407787503238,0.020874740134736336,0.06780604908324366,0.06780604908324366,-0.4742923264551368,-0.22368998096605808,0.1693425248613119,0.5360856750723625,Q14204,Q14204,1,541,217,217,Q14204,HUMAN,535136.6,53.9,10,10.1,3574.81,3574.81,Cytoplasmic dynein 1 heavy chain 1,217,541,97500000000,53.90%,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.",DYNC1H1,Unknown,NA,NA,NA,FALSE
P78527,-3.6583293843075877,-2.9013530680631723,-5.018669871918086,-0.45726207638352295,-0.6198695094883733,-0.2863594233672558,-0.39171747547356806,-0.23423906200753136,1.5934576455099863,-0.31682007782338495,1.643453989140617,-1.942125977220725,5.949847911306326e-4,0.003130378768887916,0.003130378768887916,0.1821233325855468,0.6853239708758987,0.999812317632854,0.999812317632854,3.5357806148675257,3.0084112694759857e-7,4.782862378323523e-7,4.782862378323523e-7,5.477906592088251,1.1932718767885983e-8,3.077054560391865e-8,3.077054560391865e-8,-1.4363324847397547,0.024182329823081116,0.07252555123358459,0.07252555123358459,-1.078775129624186,0.09089059577977403,0.21389268793783864,1.068369264571823,P78527,P78527,1,472,190,190,P78527|P78527-2,HUMAN,474044.1,46.5,11,11.1,3008.99,3008.99,DNA-dependent protein kinase catalytic subunit,190,472,79700000000,46.50%,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12231622, ECO:0000269|PubMed:14734805, ECO:0000269|PubMed:22002106}. Nucleus, nucleolus {ECO:0000269|PubMed:22002106}.",PRKDC,Unknown,NA,NA,NA,FALSE
P02751,0.9692832794062575,-0.27309648830158273,-0.06655395314068273,-0.43579336925812767,0.04944559602382878,0.0017044957327767073,0.5454685983406095,-0.725342567708648,-0.40595158406531495,-0.6007533992484305,0.008404639890160175,-0.24127273803303004,0.5326189250162594,0.5925188501578447,0.5925188501578447,-0.7375033073028263,0.07079831463691962,0.999812317632854,0.999812317632854,-0.6499238227752713,0.07098838066501566,0.07173049336611349,0.07173049336611349,-0.4086510847422412,0.32136695207869953,0.3221287107799231,0.3221287107799231,-0.5387298352152491,0.28713316244741277,0.3556834450968866,0.3556834450968866,0.8259221776514909,-1.8749278615813898,-4.123790284168943,-4.308139982078412,P02751,P02751,1,718,154,154,P02751|P02751-3|P02751-17|P02751-8|P02751-14|P02751-15|P02751-7|P02751-9|P02751-6|P02751-5|P02751-10|P02751-11|P02751-13|P02751-4|P02751-12|P02751-16|P02751-2,HUMAN,266214.2,69.3,12,12.1,2977.09,2977.09,Fibronectin,154,718,694000000000,69.30%,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000305|PubMed:29100092}.",FN1,Unknown,NA,NA,NA,FALSE
